seq,display_num,title,date,views,board_secret
124606,6139,장기수선계획,2025-08-22,5,0
124603,6138,8차 조정 - 장기수선계획 2025년  (2025.08.19 의결),2025-08-22,11,0
124602,6137,장기수선계획서,2025-08-22,4,0
124594,6136,장기수선계획 조정 절차,2025-08-21,7,0
124590,6135,장기수선계획(2023년),2025-08-21,5,0
124586,6134,신경주 유보라 아이피파크 2.0 장기수선계획서,2025-08-21,12,0
124583,6133,학산아파트 장기수선계획,2025-08-21,8,0
124580,6132,2025년  장기수선계획 정기조정 안내,2025-08-20,9,0
124578,6131,장기수선 계획서(정기)_2022.06,2025-08-20,18,0
124577,6130,장기수선계획서(2025년),2025-08-20,9,0
124572,6129,장기수선계획서(25.07.29 조정),2025-08-20,6,0
124570,6128,장기수선충당금 사용현황 및 적립현황(2024.12.31현재),2025-08-20,18,0
124569,6127,장기수선충당금 사용현황 및 적립현황(2023.12.31현재),2025-08-20,4,0
124562,6126,"2025년도  2월 장기수선계획 수시조정, 검토안",2025-08-19,7,0
124559,6125,장기수선계획서 4차조정,2025-08-19,11,0
124554,6124,포레나동래 장기수선계획 2025년 정기조정,2025-08-19,12,0
124553,6123,장기수선계획서,2025-08-19,7,0
124548,6122,2024년 장기수선계획서,2025-08-19,7,0
124537,6121,장기수선계획 정기조정(2025.03월),2025-08-18,9,0
124531,6120,2023년8월 장기수선계획서,2025-08-18,5,0
124526,6119,장기수선계획서,2025-08-14,7,0
124525,6118,장기수선계획서(제5차:수시),2025-08-14,10,0
124524,6117,2023년  장기수선계획서,2025-08-14,7,0
124521,6116,2025년 장기수선계획서,2025-08-14,12,0
124517,6115,2021년 장기수선계획 수시조정 건,2025-08-14,6,0
124516,6114,2021년도  장기수선계회 수시조정,2025-08-14,5,0
124515,6113,2020년도 장기수선계회 정기조정,2025-08-14,7,0
124514,6112,2023년도 장기수선계획,2025-08-14,6,0
124513,6111,장기수선계획서,2025-08-14,6,0
124508,6110,2025년 장기수선계획서,2025-08-13,11,0
124504,6109,"장기수선계획서(1,2단지)",2025-08-13,8,0
124501,6108,장기수선계획서(2025년 7월 수시 조정),2025-08-13,18,0
124497,6107,장기수선계획서 (2차 검토.조정)-2025년 6월,2025-08-13,27,0
124490,6106,장기수선계획 정기조정 주기,2025-08-12,13,0
124487,6105,장기수선계획,2025-08-12,9,0
124484,6104,풍암동부 장기수선계획서,2025-08-12,14,0
124472,6103,장기수선계획서,2025-08-11,8,0
124469,6102,장기수선계획   2025년 정기조정,2025-08-11,24,0
124466,6101,장기수선계획 정기조정서(2022.9.26),2025-08-11,8,0
124460,6100,장기수선계획 (24년 12월 수시조정),2025-08-11,5,0
124459,6099,25년 6월 장기수선계획  정기조정,2025-08-11,9,0
124455,6098,장기수선계획서,2025-08-11,5,0
124450,6097,"장기수선계획(2023. 5. 1, 제2차 정기 조정)",2025-08-08,6,0
124441,6096,장기수선계획서,2025-08-08,9,0
124439,6095,2024년 12월 장기수선계획,2025-08-08,7,0
124433,6094,장기수선계획서,2025-08-07,11,0
124426,6093,건설사 중구청 제공 장기수선계획서,2025-08-07,5,0
124425,6092,2025년  정기조정  장기수선계획,2025-08-07,14,0
124423,6091,강변코아루아파트 장기수선계획서,2025-08-07,6,0
124419,6090,공작한양 장기수선계획,2025-08-07,13,0
124418,6089,장기수선계획서 (2025.4),2025-08-07,12,0
124412,6088,2025년 장기수선계획서(3차 조정),2025-08-06,14,0
124408,6087,장기수선계획서(2025년7월 정기조정),2025-08-06,10,0
124402,6086,2025년도 장기수선계획 정기조정,2025-08-05,9,0
124400,6085,2025년 장기수선계획서,2025-08-05,8,0
124399,6084,2025 장기수선계획 정기조정,2025-08-05,22,0
124398,6083,2025년 조정된 장기수선계획,2025-08-05,7,0
124390,6082,2024년 수시조정,2025-08-05,7,0
124388,6081,장기수선계획서,2025-08-05,13,0
124386,6080,2025년 장기수선충당금계획서,2025-08-05,6,0
124383,6079,2024년 장기수선계획,2025-08-05,7,0
124381,6078,장기수선계획서 +정기조정(2023.11),2025-08-05,9,0
124380,6077,2025년 세경1차아파트 장기수선 계획서,2025-08-05,6,0
124376,6076,장기수선계획,2025-08-04,8,0
124374,6075,"제6차 조정, 장기수선계획서 (2024년 12월, 정기 검토)",2025-08-04,8,0
124371,6074,2022년 장기수선계획서,2025-08-04,9,0
124370,6073,2020년 장기수선계획서(정기),2025-08-04,9,0
124369,6072,2023년 장기수선계획서(정기),2025-08-04,10,0
124368,6071,2021년 장기수선계획서,2025-08-04,9,0
124367,6070,2019년 장기수선계획서,2025-08-04,17,0
124365,6069,2025년 장기수선계획서,2025-08-04,16,0
124361,6068,장기수선계획서,2025-08-02,9,0
124358,6067,용산kcc웰츠타워 장기수선계획,2025-08-01,9,0
124356,6066,2024년 3년차 정기조정 진행(입주자대표회의 의결로 진행),2025-08-01,6,0
124349,6065,장기수선계획(2024.06월),2025-08-01,11,0
124339,6064,2023년도 장기수선계획서,2025-07-31,12,0
124332,6063,2023년 10월 장기수선게획서 조정,2025-07-31,8,0
124327,6062,2024년 11월 정기조정된 장기수선계획서,2025-07-31,11,0
124325,6061,장기수선계획(2024년 7월 정기검토),2025-07-31,10,0
124317,6060,장기수선계획서,2025-07-30,14,0
124314,6059,11동 1호기 승강기 과속조절기 교체,2025-07-30,6,0
124313,6058,3동 미끄럼틀 보수,2025-07-30,5,0
124312,6057,8동유아용그네 보수,2025-07-30,5,0
124311,6056,CCTV카메라 교체 및 보수,2025-07-30,9,0
124310,6055,정온식 감지기200개구입,2025-07-30,5,0
124309,6054,8동 회전놀이기구 보수,2025-07-30,5,0
124308,6053,"8동 체크밸브, 펌프수리및교체",2025-07-30,4,0
124307,6052,승강기로프컷팅,2025-07-30,5,0
124306,6051,CCTV카메라,2025-07-30,6,0
124305,6050,광전식감지기100개구입,2025-07-30,4,0
124304,6049,푸른숲어린이지브 8동 조합놀이시설보수,2025-07-30,5,0
124303,6048,방송스피커 구입,2025-07-30,5,0
124302,6047,2동3동 조합놀이대 보수,2025-07-30,5,0
124300,6046,승강기 인버터,2025-07-30,4,0
124299,6045,8동 배수펌프 교체,2025-07-30,4,0
124298,6044,2동3동 흔들놀이기구 보수,2025-07-30,4,0
124297,6043,주차관제PC교체,2025-07-30,4,0
124296,6042,승강기 인버터,2025-07-30,4,0
124295,6041,2동 난방차압밸브교체,2025-07-30,4,0
124294,6040,승강기 인버터,2025-07-30,4,0
124293,6039,동집수정 수중펌프,2025-07-30,3,0
124292,6038,전기실 집수정 수중펌프,2025-07-30,4,0
124291,6037,차동식 감지기300개,2025-07-30,3,0
124288,6036,"2동1,2라인 승강기내 배수펌프 교체",2025-07-30,4,0
124287,6035,8동 흔들놀이기구 보수,2025-07-30,3,0
124286,6034,주차관제 모니터,2025-07-30,3,0
124285,6033,정온식 감지기 200개구입,2025-07-30,3,0
124284,6032,광전식감지기 100개구입,2025-07-30,3,0
124283,6031,장기수선계획,2025-07-30,9,0
124278,6030,2025 장기수선계획 수시 조정,2025-07-30,7,0
124276,6029,장기수선계획 (2024년 6월),2025-07-30,8,0
124274,6028,25년 장기수선계획 정기조정,2025-07-30,12,0
124267,6027,장기수선계획서,2025-07-30,10,0
124266,6026,장기수선계획서(건설사),2025-07-30,5,0
124265,6025,장기수선계획서,2025-07-30,13,0
124263,6024,2025 장기수선계획서,2025-07-30,5,0
124260,6023,장기수선계획 제2차 정기조정,2025-07-29,10,0
124252,6022,제10차 장기수선계획서 수시조정,2025-07-29,14,0
124250,6021,장기수선 정기조정(2024년),2025-07-29,9,0
124249,6020,2024년10월 장기수선계획수시조정,2025-07-29,12,0
124247,6019,장기수선계획서,2025-07-29,11,0
124240,6018,다산지금A5경기행복주택 장기수선계획서,2025-07-28,7,0
124235,6017,2025 정기검토 장기수선충당금,2025-07-28,10,0
124231,6016,장기수선계획서(2024),2025-07-28,10,0
124224,6015,2023년 조정된 장기수선계획서,2025-07-25,5,0
124218,6014,장기수선계획서,2025-07-25,15,0
124216,6013,옥암푸르지오아파트 2차 정기조정,2025-07-25,6,0
124212,6012,2026년 장기수선계획,2025-07-25,11,0
124209,6011,2025년  장기수선계획 정기 조정  사전 검토 보고,2025-07-25,8,0
124205,6010,25년 장기수선계획 수시조정,2025-07-24,7,0
124202,6009,장기수선계획서(제정),2025-07-24,6,0
124196,6008,장기수선계획서(2차 조정),2025-07-24,8,0
124186,6007,장기수선계획 수시 조정(24.2 통행로 개설 반영),2025-07-24,5,0
124185,6006,장기수선계획 수시 조정(25.2. 환풍기 자동제어 반영)),2025-07-24,7,0
124183,6005,장기수선계획 수시 조정(24.11. 에폭시페인트 및 분리수거장 조정),2025-07-24,14,0
124181,6004,2024년 장기수선계획서(수시조젇),2025-07-24,6,0
124179,6003,2024.12.월 정기조정  장기수선계획서,2025-07-24,6,0
124176,6002,장기수선계획(2023년),2025-07-24,9,0
124175,6001,장기수선계획서,2025-07-24,21,0
124173,6000,2025년 5월 장기수선계획,2025-07-24,8,0
124172,5999,2025년 장기수선계획서,2025-07-24,8,0
124165,5998,장기수선계획,2025-07-23,9,0
124159,5997,장기수선계획 2025,2025-07-23,17,0
124144,5996,2025년 장기수선계획수시조정,2025-07-21,18,0
124143,5995,2025년 장기수선계획 정기검토 안,2025-07-21,8,0
124138,5994,2024년 장기수선계획,2025-07-21,8,0
124129,5993,장기수선계획서(2025년),2025-07-18,5,0
124125,5992,장기수선계획서 2024년  11월-2027년  11월,2025-07-18,7,0
124122,5991,동탄역 KCC스위첸아파트 장기수선계획서(수시조정),2025-07-18,9,0
124121,5990,동탄역 KCC스위첸아파트 장기수선계획서(수시조정),2025-07-18,4,0
124120,5989,동탄역 KCC스위첸아파트 장기수선계획서,2025-07-18,3,0
124118,5988,2025년 센텀협성아파트 장기수선계획 알림,2025-07-18,6,0
124117,5987,2025년 장기수선계획,2025-07-18,6,0
124114,5986,외벽균열보수 및 재도장공사,2025-07-18,8,0
124113,5985,옥상 옥탑 물탱크실 우레탄 방수공사,2025-07-18,8,0
124110,5984,장기수선계획서,2025-07-18,13,0
124104,5983,2024년 장기수선계획서,2025-07-17,7,0
124094,5982,장기수선계획서(2024.7),2025-07-17,12,0
124091,5981,2023년 장기수선계획,2025-07-17,5,0
124089,5980,오치동광신프로그레스아파트 장기수선계획,2025-07-17,8,0
124082,5979,장기수선계획서,2025-07-16,7,0
124081,5978,장기수선계획서,2025-07-16,4,0
124080,5977,장기수선계획서,2025-07-16,3,0
124079,5976,장기수선계획,2025-07-16,7,0
124075,5975,장기수선계획서 연차별 수선계획(2023년 정기)-5,2025-07-16,16,0
124074,5974,장기수선계획서 적립율 상세현황(2023년 정기)-4,2025-07-16,7,0
124073,5973,장기수선계획서 상세표(2023년 정기)-3,2025-07-16,8,0
124072,5972,장기수선계획서 수립기준표(2023년 정기)-2,2025-07-16,8,0
124071,5971,장기수선계획서 표지 및 총론(2023년 정기)-1,2025-07-16,14,0
124065,5970,장기수선계획(2023년),2025-07-16,9,0
124058,5969,제1차 개정관리규약,2025-07-15,13,0
124055,5968,문현베스티움아파트 장기수선계획,2025-07-15,7,0
124049,5967,2025년 장기수선계획 표지,2025-07-15,9,0
124048,5966,2025년 장기수선계획,2025-07-15,7,0
124046,5965,장기수선계획 정기조정 (2025.02.18),2025-07-15,5,0
124042,5964,장기수선계획(2025년),2025-07-15,10,0
124034,5963,장기수선계획서,2025-07-15,8,0
124032,5962,2024년 장기수선계획서,2025-07-15,9,0
124030,5961,장기수선계획,2025-07-14,7,0
124026,5960,2025장기수선게획,2025-07-14,11,0
124024,5959,장기수선계획서,2025-07-14,9,0
124020,5958,장기수선계획 조정(수시2024-2차),2025-07-14,7,0
124019,5957,장기수선계획 조정(수시2024-1차),2025-07-14,4,0
124018,5956,장기수선계획 수립(사업주체 2022-1차),2025-07-14,5,0
124013,5955,동대구푸르지오브리센트 장기수선계획서,2025-07-14,12,0
124006,5954,장기수선계획 1차 조정서,2025-07-14,12,0
123987,5953,2024 장기수선계획 서,2025-07-11,11,0
123982,5952,수영현대아파트 장기수선계획 (2025년 정기 조정),2025-07-10,12,0
123979,5951,장기수선계획,2025-07-10,12,0
123976,5950,장기수선계획서(2023.6.20) - 정기조정,2025-07-10,15,0
123971,5949,2025년 6월 정기조정,2025-07-10,8,0
123967,5948,장기수선계획서  수시조정  2025.04,2025-07-10,6,0
123962,5947,장기수선계획,2025-07-10,9,0
123954,5946,장기수선계획 보고서,2025-07-09,7,0
123952,5945,장기수선계획 정기조정,2025-07-09,15,0
123936,5944,장기수선계획서,2025-07-08,15,0
123934,5943,장기수선계획서,2025-07-07,15,0
123933,5942,2025년장기수선계획서,2025-07-07,10,0
123930,5941,장기수선충당금 부과요율 조정 공고,2025-07-07,7,0
123929,5940,장기수선충당금 적립 및 사용현황(2024년),2025-07-07,5,0
123921,5939,2025년 장기수선계획 정기검토 및 조정 계획서,2025-07-07,15,0
123916,5938,장기수선계획서,2025-07-07,8,0
123914,5937,장기수선 수시조정 최종 보고서,2025-07-04,8,0
123913,5936,2025년 장기수선계획 수시조정,2025-07-04,8,0
123912,5935,장기수선계획서,2025-07-04,5,0
123907,5934,장기수선계획 수시조정(2025년),2025-07-04,11,0
123903,5933,"장기수선계획(2024년, 12차 조정)",2025-07-04,10,0
123899,5932,장기수선계획서(2025년 3월),2025-07-04,12,0
123891,5931,장기수선계획 (2023년 정기검토),2025-07-03,9,0
123886,5930,24년도 장기수선계획,2025-07-03,11,0
123882,5929,2025년 장기수선계획 총론,2025-07-02,11,0
123879,5928,양산신도시대동아파트 장기수선계획서(2025년 수시조정),2025-07-02,16,0
123875,5927,장기수선계획  수시 조정(2024.  4.),2025-07-02,9,0
123874,5926,장기수선계획  정기 조정(2022.  12월),2025-07-02,4,0
123869,5925,2025년 장기수선계획 정기조정,2025-07-02,13,0
123865,5924,장기수선계획서,2025-07-01,8,0
123863,5923,장기수선계획 총괄표,2025-07-01,8,0
123861,5922,장기수선계획 (2024.8월),2025-07-01,13,0
123852,5921,2024년 장기수선계획서,2025-07-01,20,0
123850,5920,장기수선계획 4차조정,2025-07-01,9,0
123846,5919,장기수선계획 수시조정(2025. 5.),2025-07-01,13,0
123842,5918,2024년 장기수선계획 수시조정,2025-07-01,27,0
123837,5917,장기수선계획,2025-07-01,17,0
123836,5916,백석벽산블루밍1차 아파트 장기수선계획_24년 10월 정기조정,2025-07-01,13,0
123824,5915,2025년 정기조정 장기수선계획서,2025-06-30,10,0
123822,5914,제2차 장기수선계획서(2025년~2028년),2025-06-30,9,0
123814,5913,장기수선계획서,2025-06-30,10,0
123806,5912,부천동도센트리움까치울숲아파트 장기수선계획서,2025-06-27,5,0
123800,5911,장기수선계획서(제4차:정기),2025-06-27,8,0
123794,5910,2024년 장기수선충당금 적립 및 사용현황,2025-06-27,10,0
123793,5909,장기수선계획서(2024년),2025-06-27,8,0
123792,5908,장기수선계획 검토 보고서 확인 의결서(2024년),2025-06-27,9,0
123791,5907,장기수선 검토 보고서(2024년),2025-06-27,7,0
123790,5906,장기수선충당금 적립 및 사용현황(2023년),2025-06-27,3,0
123789,5905,장기수선충당금 적립 및 사용현황(2022년),2025-06-27,2,0
123787,5904,장기수선충당금 적립 및 사용현황(2021년),2025-06-27,3,0
123786,5903,2021년 장기수선 계획표,2025-06-27,8,0
123785,5902,장기수선계획 검토 보고서 확인 의결서(2021년),2025-06-27,5,0
123784,5901,장기수선 검토 보고서(2021년),2025-06-27,4,0
123778,5900,장기수선계획정기점검및조정,2025-06-27,7,0
123777,5899,장기수선계획서,2025-06-27,10,0
123776,5898,장기수선계획서,2025-06-27,14,0
123770,5897,장기수선계획 수립,2025-06-26,6,0
123768,5896,2025년 장기수선계획  정기조정,2025-06-26,9,0
123759,5895,장기 수선 계획서 (1차  정기조정) 압축파일 -2,2025-06-26,12,0
123758,5894,장기 수선 계획서 (1차  정기조정) 압축파일 -1,2025-06-26,13,0
123757,5893,장수계획 수시조정  관련 _ 관리규약66조 개정제안서  ; 3단비교  및 수시조정 의결자료_3p_2506;2505의결,2025-06-25,10,0
123756,5892,장기수선계획 수시조정  20250523 의결자료,2025-06-25,12,0
123748,5891,장기수선계획검토. 조정보고서,2025-06-25,11,0
123747,5890,2025년 정기 조정계획서,2025-06-25,7,0
123745,5889,장기수선계획서,2025-06-25,6,0
123744,5888,년도별 장기수선계획서,2025-06-25,4,0
123743,5887,청솔아파트 장기수선계획서,2025-06-25,8,0
123737,5886,장기수선계획서(2025.06.23),2025-06-24,12,0
123734,5885,장기수선계획 3년차 정기조정 분,2025-06-24,6,0
123729,5884,우리 아파트 장기 수선 계획서,2025-06-24,21,0
123720,5883,2024년 장기수선계획서 수시조정서,2025-06-23,13,0
123714,5882,2024년11월 장기수선계획서,2025-06-23,10,0
123711,5881,장기수선계획서(5차조정 : 2025년 5월 - 수시검토),2025-06-23,13,0
123710,5880,장기수선계획 수시조정서(2025년),2025-06-22,18,0
123709,5879,자양10차현대홈타운아파트 장기수선계획서 [2023.10],2025-06-20,9,0
123704,5878,23년도 장기수선충당금 사용 및 적립현황,2025-06-20,4,0
123699,5877,장기수선계획서,2025-06-20,11,0
123696,5876,서초5차 이편한세상 아파트 장기수선계획서 (23.08.01.검토),2025-06-19,11,0
123695,5875,서초5차 이편한세상 아파트 장기수선계획서 (21.02.19. 검토),2025-06-19,9,0
123690,5874,매화마을2단지 장기수선계획서,2025-06-19,20,0
123689,5873,매화마을2단지 장기수선계획서,2025-06-19,4,0
123688,5872,매화마을2단지 장기수선계획서,2025-06-19,1,0
123683,5871,아파트 도색 작업,2025-06-19,5,0
123677,5870,장기수선계획서,2025-06-19,9,0
123669,5869,장기수선계획서,2025-06-18,9,0
123667,5868,거제미소지움더퍼스트 아파트 장기수선계획,2025-06-18,4,0
123665,5867,2025년 장기수선계획(수시조정),2025-06-18,12,0
123664,5866,장기수선계획 검토 및 정기 조정계획 (2025년),2025-06-18,14,0
123658,5865,장기수선계획서 정기조정_제2차,2025-06-18,10,0
123657,5864,장기수선계획서 정기조정_제3차,2025-06-18,10,0
123650,5863,장기수선계획서,2025-06-17,13,0
123648,5862,장기수선계획 수시 조정( 1동 승강기 쉬브 교체),2025-06-17,5,0
123646,5861,2025년도 장기수선계획서,2025-06-17,8,0
123645,5860,2024년 장기수선계획서(정기조정),2025-06-17,8,0
123644,5859,2025년 장기수선계획서  중 오류부분 수정사항,2025-06-17,34,0
123643,5858,2025년 장기수선계획서,2025-06-17,20,0
123624,5857,장기수선계획서,2025-06-16,11,0
123621,5856,럭키설악타운2차아파트 장기수선계획 정기조정,2025-06-16,2,0
123618,5855,장기수선계획(2024.12),2025-06-13,9,0
123616,5854,옥포허브시티 장기수선계획,2025-06-13,4,0
123599,5853,2025년 장기수선계획 정기조정,2025-06-11,18,0
123590,5852,2024년 8월 수시조정,2025-06-11,5,0
123585,5851,장기수선계획서(2025.2월 수시조정),2025-06-11,8,0
123578,5850,신안비치팔레스1차아파트 장기수선계획서,2025-06-10,9,0
123576,5849,부영벽산아파트 장기수선계획,2025-06-10,12,0
123571,5848,영도유림아파트 장기수선계획서,2025-06-10,4,0
123569,5847,장기수선계획 (수시),2025-06-10,10,0
123566,5846,수시조정 - 장기수선계획서(2025.02.15),2025-06-10,24,0
123560,5845,과천자이아파트 장기수선 계획서(1차 정기조정),2025-06-09,16,0
123552,5844,장기수선계획(사업주체),2025-06-06,12,0
123534,5843,2025년 장기수선계획서,2025-06-05,7,0
123528,5842,2025년 장기수선계획서,2025-06-04,16,0
123527,5841,2024년 장기수선계획 수시조정,2025-06-04,7,0
123526,5840,장기수선계획,2025-06-04,8,0
123519,5839,장기수선계획서,2025-06-04,11,0
123508,5838,2025년 5월 정기 조정 장기수선계획 공지,2025-05-30,12,0
123506,5837,장기수선사용계획서(2024년),2025-05-30,13,0
123505,5836,장기수선사용계획서(2021년),2025-05-30,10,0
123500,5835,장기수선계획,2025-05-30,7,0
123499,5834,장기수선계획서 (  2025년 ),2025-05-30,9,0
123494,5833,장기수선계획서,2025-05-29,9,0
123493,5832,2025.장기수선계획조정(승강기출입문개폐장치),2025-05-29,6,0
123486,5831,장기수선계획서2025.3,2025-05-29,12,0
123477,5830,2025년 5차 조정 장기수선계획서,2025-05-28,7,0
123475,5829,경주충효웰라움더테라스 장기수선계획서,2025-05-28,5,0
123474,5828,장기수선계획서 게시,2025-05-28,11,0
123469,5827,그란츠 리버파크 장기수선계획서,2025-05-28,4,0
123460,5826,장기수선계획 정기조정,2025-05-28,9,0
123455,5825,장기수선계획,2025-05-27,12,0
123450,5824,2023년 정기검토 장기수선계획,2025-05-27,8,0
123449,5823,옥상 우레탄방수 보수공사 수의 계약,2025-05-27,6,0
123443,5822,장기수선계획서,2025-05-27,8,0
123436,5821,장기수선계획서,2025-05-26,12,0
123435,5820,25년도 정기 조정,2025-05-26,9,0
123427,5819,2025년 장기수선계획서_정기조정,2025-05-23,15,0
123424,5818,2025.3.장기수선계획 수시조정,2025-05-23,9,0
123422,5817,장기수선충당금 적립 및 사용현황 자료 (2024.12.),2025-05-23,18,0
123421,5816,장기수선계획수시조정,2025-05-23,31,0
123409,5815,2024년도 장기수선계획서(정기조정),2025-05-23,20,0
123399,5814,2025년도 수시조정한 두산1차 장기수선계획,2025-05-22,8,0
123396,5813,장기수선계획5차,2025-05-22,9,0
123394,5812,당진아이파크아파트  장기수선계획,2025-05-22,11,0
123386,5811,장기수선계획_2025.2,2025-05-22,8,0
123377,5810,장기수선계획서,2025-05-21,9,0
123372,5809,장기수선계획서 25년 정기조정,2025-05-21,13,0
123368,5808,장기수선충당금 사용계획,2025-05-20,10,0
123360,5807,홍은풍림2차_장기수선계획(2025.5검토조정),2025-05-20,11,0
123347,5806,장기수선계획서,2025-05-16,15,0
123343,5805,장기수선계획,2025-05-16,8,0
123335,5804,2025년 1월 장기수선계획서 수시조정분,2025-05-16,10,0
123333,5803,2024년 장기수선계획서,2025-05-16,11,0
123324,5802,장기수선계획,2025-05-15,12,0
123321,5801,마재마을 주은아파트 장기수선계획서,2025-05-15,14,0
123311,5800,장기수선계획,2025-05-13,16,0
123309,5799,장기수선계획서(2023년4월 정기조정),2025-05-13,15,0
123308,5798,2022년 장기수선계획서,2025-05-13,9,0
123306,5797,장기수선계획서 2025년 수시조정,2025-05-13,13,0
123305,5796,장기수선계획서,2025-05-13,11,0
123299,5795,장기수선계획서 -  두산위브더제니스 센트럴 양정,2025-05-12,8,0
123296,5794,장기수선계획,2025-05-12,7,0
123294,5793,장기수선계획서,2025-05-12,11,0
123291,5792,2023년 10월  수시조정 장기수선계획,2025-05-11,13,0
123290,5791,2022년 08월 정기 조정 장기수선계획,2025-05-11,7,0
123285,5790,장기수선계획서,2025-05-09,11,0
123282,5789,장기수선계획(정기) 2024.8월,2025-05-08,11,0
123276,5788,2023년 장기수선계획서,2025-05-08,10,0
123274,5787,장기수선계획서,2025-05-08,11,0
123270,5786,장기수선계획 수시조정(202503),2025-05-08,6,0
123269,5785,석사두산아파트 장기수선계획,2025-05-08,6,0
123261,5784,장림역베스티움2차 장기수선계획서(2차 수시조정),2025-05-07,6,0
123256,5783,장기수선충당금사용내역 2022년,2025-05-06,2,0
123255,5782,"장기수선충당금사용내역(2024년,2023년)",2025-05-06,7,0
123248,5781,장기수선계획서,2025-05-02,9,0
123242,5780,장기수선계획서 정기조정 등록(2025.4월),2025-04-30,10,0
123239,5779,25년 4월 장기수선계획검토 및  정기조정,2025-04-30,17,0
123238,5778,2025년 장기수선계획서,2025-04-30,14,0
123233,5777,우림골드 장기수선계획서,2025-04-30,7,0
123230,5776,우리단지 최초 장기수선계획서,2025-04-30,9,0
123218,5775,'24-'26  장기수선계획서 상세,2025-04-29,11,0
123208,5774,장기수선계획,2025-04-28,12,0
123206,5773,장기수선계획서,2025-04-28,11,0
123194,5772,2025년 장기수선계획서,2025-04-25,14,0
123192,5771,장기수선계획 정기조정24년도,2025-04-25,7,0
123191,5770,2024년 장기수선 사용및 적립내역,2025-04-25,5,0
123190,5769,2024년 장기수선계획서,2025-04-25,6,0
123189,5768,장기수선계획(25.1월 정기조정),2025-04-25,16,0
123184,5767,주영더팰리스2차아파트 장기수선계획서,2025-04-25,7,0
123179,5766,장기수선계획 2024년,2025-04-24,8,0
123173,5765,돈암일신건영휴먼빌 장기수선계획서,2025-04-24,15,0
123167,5764,2024년 장기수선계획서,2025-04-23,15,0
123161,5763,래미안수유 아파트 24.9월 장기수선계획정기조정,2025-04-23,12,0
123160,5762,공공임대 별도 관리,2025-04-23,3,0
123158,5761,장기수선계획,2025-04-23,11,0
123150,5760,2024년12월 수시조정,2025-04-22,14,0
123145,5759,장기수선충당금 적립 및 사용현황(25.3.31현재),2025-04-22,5,0
123144,5758,다산센트레빌 아파트 장기수선계획(23.9.21),2025-04-22,7,0
123143,5757,장기수선계획서,2025-04-22,11,0
123141,5756,서정마을7단지 2025년 장기수선계획 정기조정6,2025-04-22,13,0
123140,5755,서정마을7단지 2025년 장기수선계획 정기조정5,2025-04-22,7,0
123139,5754,서정마을7단지 2025년 장기수선계획 정기조정4,2025-04-22,3,0
123138,5753,서정마을7단지 2025년 장기수선계획 정기조정3,2025-04-22,2,0
123137,5752,서정마을7단지 2025년 장기수선계획 정기조정2,2025-04-22,3,0
123136,5751,서정마을7단지 2025년 장기수선계획 정기조정1,2025-04-22,4,0
123135,5750,2023년 장기수선계획서(정기검토),2025-04-22,12,0
123133,5749,장기수선계획(2차 조정 / 2025.2),2025-04-22,7,0
123132,5748,장기수선충당금 사용계획서(25. 04월),2025-04-22,6,0
123128,5747,시흥 장현데시앙아파트 장기수선계획서,2025-04-22,9,0
123124,5746,장기수선계획서(2025),2025-04-21,13,0
123120,5745,장기수선계획,2025-04-21,14,0
123116,5744,장기수선계획서,2025-04-21,11,0
123115,5743,장기수선계획,2025-04-21,24,0
123110,5742,2024년 장기수선충당금 적립 및 사용현황,2025-04-18,8,0
123109,5741,장기수선계획서 (1차 정기 조정-202410),2025-04-18,10,0
123108,5740,장기수선계획이 없음.,2025-04-18,5,0
123105,5739,2024년 정기조정 장기수선계획서,2025-04-18,10,0
123102,5738,장기수선계획서 24.12.13,2025-04-18,5,0
123101,5737,보광타워 장기수선계획서,2025-04-18,10,0
123089,5736,한솔강변마을아파트 장기수선계획서,2025-04-18,14,0
123087,5735,장기수선계획서(202305),2025-04-18,12,0
123086,5734,장기수선계획서,2025-04-18,9,0
123074,5733,장기수선계획서,2025-04-17,8,0
123071,5732,24년 장기수선충당금 적립및 사용현황,2025-04-17,9,0
123070,5731,24년 12월 장기수선계획 수시조정,2025-04-17,9,0
123066,5730,장기수선계획,2025-04-17,16,0
123062,5729,단지 장기수선계획(최초),2025-04-16,8,0
123052,5728,2024년 장기수선계획 수시조정,2025-04-16,9,0
123050,5727,장기수선계획_정기조정(2024),2025-04-16,6,0
123039,5726,경남아너스빌 운정 장기수선계획서,2025-04-15,12,0
123035,5725,2025년 장기수선계획,2025-04-15,10,0
123028,5724,장기수선계획서(24년 조정),2025-04-14,5,0
123025,5723,장기수선 수시조정,2025-04-14,6,0
123024,5722,장기수선계획서(관리사무소),2025-04-14,14,0
123023,5721,장기수선계획서(건설회사),2025-04-14,4,0
123021,5720,2022년6월 장기수선계획서,2025-04-14,5,0
123019,5719,동소문동 송산아파트 장기수선 계획안,2025-04-14,6,0
123013,5718,우림필유아파트장기수선계획,2025-04-11,3,0
123010,5717,2025년도 장기수선계획(정기조정),2025-04-11,7,0
123005,5716,장기수선계획서 (2024.10. 정기검토),2025-04-11,8,0
122996,5715,장기수선계획,2025-04-10,6,0
122992,5714,2025년 장기수선계획 수시 조정(옥상방수),2025-04-10,14,0
122991,5713,장기수선계획(2025.03 수시조정),2025-04-10,8,0
